Date,Permit Number,Permit Type,Usage,Description,Address,Status
2024-07-17,242141,Express Permit,Residential Solar Array,"Web. 6.480KW PV, MODULES (16), 1 Inverter.  13.5KW TESLA ESS (1 battery), BACKUP GATEWAY, NEW 100A SUB PANEL INSTALL, NEW 125A SUB PANEL INSTALL.  Includes two inspections.  Final required.","10628 MELODY ROAD, Smartsville CA 95977",Finaled
2024-07-17,242143,Express Permit,Residential Solar Array,"VOID 10/28/24. Web.  12.555KW PV, MODULES (31), 1 Inverter.  27.5kw tesla ess (2 batteries), tesla powerwall control panel, 225a span panel installed.  Includes two inspections.  Final required.","12140 ELM COURT, Auburn CA 95602",Void
2024-07-17,242144,Express Permit,Residential Solar Array,"Web.  5.265KW PV, MODULES (13), 1 Inverter.  TESLA ESS (2 batteries), BACKUP GATEWAY, NEW 100A SUB PANEL INSTALL.  Includes two inspections.  Final required.","13225 PENINSULA DRIVE, Auburn CA 95602",Finaled
2024-07-16,242134,Full Review,Residential Solar Array,"DIGITAL: Residential Roof-Mounted Solar:  12.24kW/DC, 11.52kW/AC, 34 Mods, 34 Optimizers, 2 Inverters. No Main Panel Upgrade, New Subpanel 125A and 1 Home Battery.9/9/2024 REVISION: INSTALL 11.25Kw/DC - 10Kw/AC 28) MODULES 395w, SE10Kw INVERTER, 125a SUB-PANEL.REVISION 10/22/24: Going back to original submission:  12.24kW/DC, 11.52kW/AC, 34 Mods, 34 Optimizers, 2 Inverters. No Main Panel Upgrade, New Subpanel 125A and 1 Home Battery.Includes 2 inspections.","17824 SUNFISH COURT, Penn Valley CA 95946",Finaled
2024-07-16,242130,Express Permit,Residential Solar Array,"INSTALLATION OF FLUSH ROOF MOUNTED SOLAR PV SYSTEM on commercial building 27.650 KW DC, 24.784 KW AC INCLUDES 70 MODULES, 36 DURACELL MICROINVERTERS, PV SUB PANEL, AC DISCONNECT AND INSTALLATION OF 3 BATTERIES.9-24-24 REVISION:  19.750kW DC/17.703kW AC, 50 modules 395w, 25 micro- inverters, 2) Sonnen 20kW batteries.PERMIT INCLUDES 2 INSPECTIONS.","10086 CRESCENZI PLACE, Smartsville CA 95977",Finaled
2024-07-16,242136,Express Permit,Residential Solar Array,"Digital: Residential Roof-Mounted Solar: 10.8kW/DC, 7.6kW/AC, 27 Modules, 27 Optimizers, 1 Inverter, Derated Main Panel 125amp to 100amp, 1 Energy Storage.REVISE 08/23/24: Change system size to 10.665kW/DC.This permit includes two inspections.","12201 LOMA RICA DRIVE, Grass Valley CA 95945",Finaled
2024-07-15,242125,Express Permit,Residential Solar Array,Digital: Install roof-mounted solar system: 46 MODULES - 19.32 KWDC &  2 - TESLA POWERWALL 3 (13.5kWh each) (1707000-XX-Y) INTEGRATED BATTERIES.Derate existing 200amp MSP with 150amp main breaker. Includes two inspections. Final required.,"20876 CHAPARRAL CIRCLE, Penn Valley CA 95946",Finaled
2024-07-12,242107,Express Permit,Residential Solar Array,"Web.  Roof mount PV solar 8.4kW, 21 modules with microinverters.  NO BATTERY.  NO MPU.  Includes two inspections.  Final required.","14306 JUDY LANE, Grass Valley CA 95945",Finaled
2024-07-12,242108,Express Permit,Residential Solar Array,Web.  Residential Roof Mount PV System w/ 2 ESS.  System size: 8.610 kWp. 21 Modules. 1 Inverter. 21 Optimizers. 2 FRANKLIN WH APOWER X batteries.  Includes two inspections.  Final required.,"15610 SADDLEBACK COURT, Penn Valley CA 95946",Finaled
2024-07-11,242093,Express Permit,Residential Solar Array,"Web.  Install 8.40kW PV system consisting of 21 Hyundai 400W modules and 1 PointGuard 11.4kW Controller. Install 18 kWh Energy Management System with MID consisting of 1 PointGuard Load Hub, and 1 PointGuard 18kWh Battery Pack.   Includes two inspections.  Final required.","15159 CARRIE DRIVE, Grass Valley CA 95949",Finaled
2024-07-10,242066,Full Review,Residential Solar Array,"DIGITAL: Residential Roof-Mounted Solar: 5.84kW/DC, 3.8kW/AC, 16 Mods, 1 Inverter, Essential Loads Panel 125A, Backup Interface/BUI, Battery.Sewer backflow preventer verification required. Includes 2 inspections.","400 SOUTH PINE STREET, Nevada City CA 95959",Void
2024-07-10,242062,Express Permit,Residential Solar Array,"VOID 10/28/24. Digital: Install roof-mount solar array: 5.670KW, (14) PANELS, 27.5KW TESLA ESS (2), BACKUP GATEWAY, SPAN PANEL INSTALLED AS SUBThis permit includes two inspections.","11138 BOBOLINK WAY, Auburn CA 95602",Void
2024-07-10,242065,Express Permit,Residential Solar Array,"Digital: Installing new roof mount solar array 5.04kW with 12 modules, install PCS set at 200a, and 13.5kWh Powerwall3 on homeThis permit includes two inspections.","19158 TIGER LILY LANE, Grass Valley CA 95945",Finaled
2024-07-10,242082,Express Permit,Residential Solar Array,Web.  Roof mount solar 6.3 KW 15 420W panels and 15 Enphase IQ8M microinverters. Three IQ 5P batteries. Includes two inspections.  Final required.,"18595 CHAPARRAL DRIVE, Penn Valley CA 95946",Finaled
2024-07-09,242043,Express Permit,Residential Solar Array,"Web.  Residential Roof-Mounted Solar: 7.505kW/DC, 5.76kW/AC, 19 Modules, 19 Optimizers, 1 Inverter. Existing MSP. ESS battery.  Includes two inspections.  Final required.","11657 DEERLICK ROAD, Rough And Ready CA 95975",Issued
2024-07-09,242055,Express Permit,Residential Solar Array,"DIGITAL: Ground mount solar installation. 24 modules with 2 batteries. 9.6kWRevise 12/2/24: Paper plans submitted Changing system size to 10.08kW, with 1 Tesla battery 11.5kW. Includes 2 inspections.","15520 STATE HIGHWAY 20, Nevada City CA 95959",Issued
2024-07-08,242024,Express Permit,Residential Solar Array,"CONTRACTOR VOIDED PERMIT.8.100KW PV, PANELS (20), 27.5KW TESLA ESS (2), BACKUP GATEWAY, SPAN PANEL INSTALL AS SUB PANEL","17004 BRANDY PLACE, Grass Valley CA 95949",Void
2024-07-08,242027,Express Permit,Residential Solar Array,Install roof mount solar 8.69kW with (22) Trina 395w modules and (22) Enphase microinverters. Install (2) Enphase IQ 5P Batteries install for Rate Arbitrage/Grid Tied Only. Revise 09/20/24: Removing PCS and derating MSP to 150a.This permit includes two inspections.,"15511 SOUTH PONDEROSA WAY, Grass Valley CA 95949",Finaled
2024-07-03,242002,Express Permit,Residential Solar Array,"Digital: Install roof-mount solar on garage:  7.14kW with (17) modules, REC REC420AA PURE 2 420w monocrystalline with Pro Trust Warranty, (17) Enphase IQ8 [240V] Micro Inverters, (1) Envoy monitoring system, (1) Ironridge roof mount racking system, (1) Generac load shed module for solar shedding during outage. Existing system has 34 modules.As-built 26kW Generac GeneratorThis permit includes two inspections.","10301 SOUTH PONDEROSA WAY, Rough And Ready CA 95975",Finaled
2024-07-02,241985,Express Permit,Residential Solar Array,"Digital: Install roof-mount solar system: 7.695kW PV (19) Panels, 5kW, 9.8kWh ESS (1) LG Chem 5kWh, 200A SubThis permit includes two inspections.","11460 SANDPIPER WAY, Penn Valley CA 95946",Finaled
2024-07-02,241989,Express Permit,Residential Solar Array,VOID 07/24/24. Web.  Residential Roof Mount PV System w/ 2 ESS batteries. System size: 16.400 kWp. 40 Modules installed on residence and garage. 1 Inverter. 40 Optimizers. 2 FRANKLIN WH APOWER X Batteries.,"10450 DEERCREST TRAIL, Nevada City CA 95959",Void
2024-07-01,241967,Full Review,Residential Solar Array,DIGITAL: Install 13.6kW Ground Mount w/2 ESS for backup.  Includes 2 inspections. Final required.,"13411 COUNTRY HEIGHTS DRIVE, Penn Valley CA 95946",Finaled
2024-07-01,241975,Full Review,Residential Solar Array,"VOID PERMIT: CONTRACTOR VOIDED PERMIT.DIGITAL: GROUND MOUNT PV SOLAR with BATTERY STORAGE and MPU9.6kW, 24 panels, 2 batteries, MPU to 225A bus w/200A main.Includes 2 inspections.","14370 Osbourne, Grass Valley CA 5945",Void
2024-07-01,241965,Express Permit,Residential Solar Array,Digital: Installing new roof-mounted 8.4kW PV system on garage and 15kWh Enphase storage system (3 batteries at 5kWh each)This permit includes two inspections,"13340 LOWER COLFAX ROAD, Grass Valley CA 95945",Finaled
2024-07-01,241966,Express Permit,Residential Solar Array,Digital: Install roof-mount solar system:(11) REC REC410AAPure 410 watt monocrystalline modules with Pro Trust Warranty 4.51kW with (11) Enphase IQ8A [240V] Micro Inverters(1) Envoy monitoring systemNew residence permit 230823.REVISE 07/22/24: MSP relocated from temp pole to side of residenceThis permit includes two inspections.  Cannot be voided Res permit # 230823,"11068 MERRILL COURT, Nevada City CA 95959",Finaled
2024-06-28,241946,Express Permit,Residential Solar Array,Digital: Installing new 6.72kW PV roof-mount system 16 modules and 13.5kWh powerwall3 backup storage on home. PCS installed.This permit includes two inspections.,"17982 GAMBLE LANE, Grass Valley CA 95949",Finaled
2024-06-28,241956,Express Permit,Residential Solar Array,"VOID 07/10/24. 3.240KW PV, PANELS (8), 13.5KW TESLA ESS (1), BACKUP GATEWAY","16595 BREWER ROAD, Grass Valley CA 95949",Void
2024-06-28,241957,Express Permit,Residential Solar Array,"VOID SEE PERMIT # 242442 3.645KW PV, PANELS (9), 13.5KW TESLA ESS (1), BACKUP GATEWAY","23957 OAKMONT WAY, Auburn CA 95602",Void
2024-06-27,241938,Express Permit,Residential Solar Array,"Digital: Install roof-mount solar system: 3.240KW PV, PANELS (8), 13.5kWh TESLA ESS (1), BACKUP GATEWAYThis permit includes two inspections.","16595 BREWER ROAD, Grass Valley CA 95949",Issued
2024-06-26,241912,Express Permit,Residential Solar Array,Digital: Install PV Roof Mount; 25 Modules; 9kW; Existing Main 100A; SolarEdge 10kWh Battery W/ Back-Up.This permit includes two inspections.,"12883 RIDGE ROAD, Grass Valley CA 95945",Void
2024-06-26,241915,Express Permit,Residential Solar Array,"Digital: Install roof-mount solar system: 24 MODULES- 9.84 kWDC, 6.96 kWAC(N) 125A BACKUP LOAD PANEL WITH (N) 100A CONTROL BREAKER(2)(N) ENPHASE BATTERIES (240V, 5.0 kWh/EA)This permit includes two inspections.","10526 OAK DRIVE, Grass Valley CA 95949",Finaled
2024-06-25,241887,Express Permit,Residential Solar Array,"Web.  4.455kW PV (11) Panels, 10kW ESS (2) Powerwalls batteries, Backup Gateway, 200A MPU, 100A Sub.  Includes two inspections.  Final required.","13821 WOODLAKE ROAD, Grass Valley CA 95949",Finaled
2024-06-25,241889,Express Permit,Residential Solar Array,"Digital: 5.265kW PV (13) Panels, 15kW ESS (3) Powerwalls, Backup Gateway, Breaker upsize to 200A, Bollards in garage. As-built generator permit 250548. This permit includes two inspections.","14913 BANNER LAVA CAP ROAD, Nevada City CA 95959",Issued
2024-06-25,241900,Express Permit,Residential Solar Array,"Digital: Install roof-mounted solar to existing solar system on barn: New (4) REC REC420AA PURE 2 monocrystalline modules with Pro Trust Warranty, 1.6kW.(4) Enphase IQ8A [240V] Micro Inverters(1) Ironridge roof mount racking systemExisting solar system: 14 modules, 5.6kW. This permit includes two inspections.","13956 AUBURN ROAD, Grass Valley CA 95949",Finaled
2024-06-24,241877,Express Permit,Residential Solar Array,"Web.  SCOPE OF WORK- INSTALLATION OF FLUSH ROOF MOUNTED SOLAR PV SYSTEM 4.345 KW DC, 3.895 KW AC INCLUDES 11 MODULES, 6 DURACELL MICROINVERTERS, PV SUB PANEL, AC DISCONNECT AND INSTALLATION OF BATTERY.  Includes two inspections.  Final required.","10808 FOWLER PLACE, Nevada City CA 95959",Finaled
2024-06-21,241847,Express Permit,Residential Solar Array,Digital: Residential Roof Mount PV System w/ ESS. System size: 5.740 kWp. 14 Modules. 1 Inverter. 14 Optimizers. (1) 10k1P SOLAREDGE ENERGY BANK Battery.This permit includes two inspections.,"14083 WEST MANDOLIN WAY, Nevada City CA 95959",Finaled
2024-06-21,241859,Express Permit,Residential Solar Array,Roof Mount solar with 37 modules with microinverters.  2 battery backup.  Redirected as built 13 kW Generac generator into BUI.  No loads served directly by generator.  Generator serves as back-up recharge to battery support during loss of grid. Do not final until addition permit 172773 is finaled. Signed SCMA affidavit on file. Includes 2 inspections.  Final required.,"12734 GOLDEN TROUT WAY, Penn Valley CA 95946",Issued
2024-06-20,241829,Full Review,Residential Solar Array,"DIGITAL: PV roof mount 15.6 kW, 39 panels, 4 batteries, Existing electrical panel and new sub panel rated 225A.Includes 2 inspections.","22080 MEMORY LANE, Grass Valley CA 95949",Finaled
2024-06-20,241841,Full Review,Residential Solar Array,DIGITAL: Install 11.600KW DC Roof Mount Solar with 29- Hanwha Solar Q.Peak Duo Black ML_G10+ 400W Mono Modules2- 13.5KWH Tesla Powerwall 2 ESS Batteries.Includes 2 inspections.,"11532 INVERNESS WAY, Auburn CA 95602",Finaled
2024-06-20,241828,Express Permit,Residential Solar Array,"Web. 15 modules with microinverters. 6.15kW DC Roof Mount Solar / (1) Enphase Battery (240V, 5kWh) / Main Panel Upgrade applied on separate permit 241793.  Includes two inspections.  Final required.","15203 BREWER ROAD, Grass Valley CA 95949",Finaled
2024-06-20,241830,Express Permit,Residential Solar Array,Installing 12.47KW Roof Mounted System on garage with (29) Panasonic EVPV430HK2 panels; (1) SolarEdge Energy Hub SE11400H-US inverter; (2) SolarEdge Energy Bank 10kWh batteries; (1) 200A Sub Panel. Install PCS set at 40amp. PERMIT INCLUDES 2 INSPECTIONS.,"16001 DUGGANS ROAD, Grass Valley CA 95949",Finaled
2024-06-20,241833,Express Permit,Residential Solar Array,"Web.  Installation of 7.650kW DC Solar PV System with 18 modules, Tesla Powerwall 3 Inverter and Tesla Back Up Switch. Main panel upgrade from 200a to 225a.  Includes two inspections.  Final required.","12360 LAKESHORE  SOUTH, Auburn CA 95602",Finaled
2024-06-20,241845,Express Permit,Residential Solar Array,"Web.  Roof mount PV solar.  13.2kW, 33 panels with microinverters..  NO BATTERY.  NO MPU.  Includes two inspections.  Final required.","13200 ROADRUNNER COURT, Penn Valley CA 95946",Finaled
2024-06-19,241819,Express Permit,Residential Solar Array,"Web.  Solar Roof Mount 4.8KW, 12 Modules, 1 inverter, (1) battery -13.5KWH energy Storage System.  Includes two inspections.  Final required.","11160 EDWARD DRIVE, Grass Valley CA 95949",Finaled
2024-06-19,241820,Express Permit,Residential Solar Array,Web.  12.8 KW solar install with Sol-Ark 12K inverter and 32 qcell 400 panels. Install 175amp main breaker to (e) 200amp panel.  Includes two inspections.  Final required.,"10990 NORTHCOTE PLACE, Nevada City CA 95959",Finaled
2024-06-18,241796,Express Permit,Residential Solar Array,Digital: Install ROOF MOUNTED 7.29KW PHOTOVOLTAIC SYSTEM CONSISTING 18 MODULES WITH 18 MICRO INVERTERS. WITH 3 IQ 5P BACK UP BATTERIES (3.84 kVa each). UPGRADED MAIN SERVICE PANEL FROM 125A TO 200A. Includes two inspections.  Final required.,"11281 BALL ROAD, Grass Valley CA 95949",Finaled
2024-06-18,241800,Express Permit,Residential Solar Array,"Web.  21 MODULES with microinverters - ROOF MOUNTED - 8.61 kWDC, 6.09 kWAC  DERATE: (E) 200A MAIN BREAKER TO BE DERATED TO (N) 150A (2)(N) ENPHASE BATTERIES (240V, 5.0 kWh/Ea), (N) 125A BACKUP LOAD PANEL WITH (N)100A CONTROL BREAKER.  Includes two inspections.  Final required.","16947 GEORGE WAY, Grass Valley CA 95949",Finaled
2024-06-17,241777,Express Permit,Residential Solar Array,Web.  Installing on barn new 5.04kW PV array with 12 modules and 12 microinverters; and 15kWh Enphase storage system with (3) 5kWh Enphase batteries.This permit includes two inspections.  Final required.,"24763 BAREFOOT ROAD, Grass Valley CA 95949",Finaled
2024-06-17,241778,Express Permit,Residential Solar Array,"Digital: Install roof mount PV solar w/battery storage: 6.0kW, 15 panels, 2 batteries, 5kWh each.This permit includes two inspections.","13019 ALLISON RANCH ROAD, Grass Valley CA 95949",Finaled
2024-06-17,241781,Express Permit,Residential Solar Array,"Digital: installing new 14.76kW PV array with 36 modules with 36 microinverters and 2 Franklin storage system batteries 27.2kWh total, on home.This permit includes two inspections.","13028 ROBIN ROAD, Nevada City CA 95959",Finaled
2024-06-17,241787,Express Permit,Residential Solar Array,"Digital: Install roof-mount solar array: 30 MODULES: 12.30 kWDC, 8.70 kWAC(2)(N) ENPHASE BATTERIES 240V, 5.0 kWh/Ea)(N) 125A BACK UP LOAD PANELMPU Submitted on Separate Permit #24174: 225a MSP with 175amp main breakerThis permit includes two inspections.","10918 THORNICROFT WAY, Grass Valley CA 95949",About to Expire
2024-06-17,241788,Express Permit,Residential Solar Array,Digital: Roof mount Solar PV 9.6kW system with 24 modules with 24 microinverters.This permit includes two inspections.,"18787 HIERS ROAD, Grass Valley CA 95949",Finaled
2024-06-14,241761,Express Permit,Residential Solar Array,"Web.  Roof mount Solar PV 6.4kw with 16 modules with microinverters.  Backflow prevention device verified, no action needed.  Includes two inspections.  Final required.","106 MOTHERLODE COURT, Nevada City CA 95959",Finaled
2024-06-14,241762,Express Permit,Residential Solar Array,"Web.  28 Modules with microinverters. 11.48kW DC Roof Mount Solar / (1) Enphase Battery (240V, 5kWh) / Derate 200A main breaker to new 175A main breaker.  Includes two inspections.  Final required.","17910 VINTAGE DRIVE, Grass Valley CA 95949",Finaled
2024-06-13,241748,Full Review,Residential Solar Array,"DIGITAL: GROUND MOUNT SOLAR ARRAY 21 MODULES- 7.46 kWDC, 6.09 kWAC(2)(N) Enphase Batteries (240V, 5.0kWh/Ea) (MSP on permit #241640)Includes 2 inspections.","14366 SOUTH PONDEROSA WAY, Grass Valley CA 95949",Finaled
2024-06-13,241739,Express Permit,Residential Solar Array,"Digital: Install roof-mounted solar system. 39 MODULES, 15.99 kWDC, 11.31 kWAC. (N) 125A Solar Load Center. PCS installed. (3)(N) Enphase 5P Batteries (240v,5.0 kWh/Ea). (MSP upgrade submitted on permit #241646)This permit includes two inspections.","11200 CRESCENT DRIVE, Nevada City CA 95959",Finaled
2024-06-13,241740,Express Permit,Residential Solar Array,Web.  Install 2.55kW rooftop mounted solar 6 modules with 6 microinverters.  1 ESS battery for backup.  Includes two inspections.  Final required.,"14395 BURLINGTON PARKWAY, Penn Valley CA 95946",Finaled
2024-06-12,241727,Full Review,Residential Solar Array,"DIGITAL: Roof mount PV System with 10.08kW/DC, 7.6kW/AC, 28 Modules, 28 Optimizers, 1 Inverter, and 2 ESS with Backup Interface (BUI).REVISE 07/22/24: Change system size to 10.22kW/DC. Removed BUI.Includes 2 inspections.","13668 AUBURN ROAD, Grass Valley CA 95949",Finaled
2024-06-12,241711,Express Permit,Residential Solar Array,"Web.  Solar Roof Mount 9.6KW, 24 Modules.  Addition to existing 2020 permitted solar with batteries.  Includes 2 inspections.  Final required.","24336 SCOOTER BUG LANE, Auburn CA 95602",Finaled
2024-06-12,241725,Express Permit,Residential Solar Array,"Digital: Install roof-mount solar array and battery: 8 MODULES - 3.28 kWDC, 2.32 kWAC, (1)(N) Enphase Battery (240v, 5.0 kWH)Existing System - 17 unknown panels(Submitted MPU on Permit #241638)This permit includes two inspections.","13466 GRAND OAKS PLACE, Grass Valley CA 95949",Finaled
2024-06-10,241694,Express Permit,Residential Solar Array,Removing panels from (E) 2004 ground mount permit #04004822.  Installing 13 panels and 1 inverter on 16352 for ADU; 38 panels and 1 inverter on 16400 Main home.  Using (E) footing/forms.  Removing (E) rail and replaced with Ironridge XR-1000.  Includes 2 inspections. Final required.,"16400 Lake Vera-Purdon RD, Nevada City CA 95959",Finaled
2024-06-07,241667,Express Permit,Residential Solar Array,"Web.  Install new pv system on existing, residential rooftop. With ESS 1 battery. 15 x 395w modules.  Enphase IQ8+ microinverters -Sonnen 10kw EVO. Backup loads panel.  Includes 2 inspections.  Final required.","15813 SHANNON WAY, Nevada City CA 95959",Finaled
2024-06-06,241650,Express Permit,Residential Solar Array,Web.  10.27kw of roof mounted solar w/ 26 modules with microinverters.  Includes 2 inspections.  Final required.,"18719 MEADOWLARK COURT, Penn Valley CA 95946",Finaled
2024-06-06,241651,Express Permit,Residential Solar Array,"Digital: Install 13 Module 5.33kW DC Roof Mount Solar system, and (1) Enphase Battery (240V, 5kWh)This permit includes two inspections.","10345 BANNER LAVA CAP ROAD, Nevada City CA 95959",Finaled
2024-06-06,241653,Express Permit,Residential Solar Array,Web.  Add two new solar modules to the current solar array (24). This is under 10% addition to the total system and will keep the current system in it's current NEM status.  Includes two inspections.  Final required.,"16973 NORLENE WAY, Grass Valley CA 95949",About to Expire
2024-06-06,241655,Express Permit,Residential Solar Array,"Digital: INSTALL A ROOF-MOUNTED PV SYSTEM:· (15) Q.PEAK DUO BLK ML-G10+ 405 MODULES· (15) ENPHASE IQ8A-72-2-US MICROINVERTERS· (01) ENPHASE COMBINER BOX 5TOTAL PV SIZE: 6.08KW DC, 5.49KW ACThis permit includes two inspections.","13850 OWL CREEK ROAD, Nevada City CA 95959",About to Expire
2024-06-06,241664,Express Permit,Residential Solar Array,"Digital: INSTALLATION OF FLUSH ROOF MOUNTED SOLAR PV SYSTEM on garage 12.640 KW DC, 11.389 KW AC INCLUDES 32 MODULES, 32 ENPHASE MICROINVERTERS, IQ COMBINER, NEW SUB PANEL ,AC DISCONNECT AND INSTALLATION OF BATTERY.Revise 09/24/24: Change microinverters to Duracell D700-M2. Revise 10/29/24: Change modules to Mission Solar 395W. Change solar system size 12.640kW DC/11.330kW AC. This permit includes two inspections.","14890 ROVING WAY, Grass Valley CA 95949",Issued
2024-06-05,241642,Express Permit,Residential Solar Array,"Install 15.41KW new PV system on existing, residential rooftop. Install 39 x 395w solar panels & 20kwh ESS battery.","12209 SUNSET AVENUE, Grass Valley CA 95945",Expired
2024-06-04,241616,Express Permit,Residential Solar Array,Digital: Install roof-mount PV solar with battery storage - 4.74kW - 12 panels - 1 battery 13.5kWh .This permit includes two inspections.,"18769 CHAPARRAL DRIVE, Penn Valley CA 95946",Finaled
2024-06-04,241618,Express Permit,Residential Solar Array,Digital: Install roof mount PV solar with battery storage - 8.295kW - 21 panels - 3 batteries 5kWh each - MPU to 225A bus w/200A main.Remove unpermitted 22kW generator with ATS.This permit includes two inspections.,"10682 MARANATHA PLACE, Grass Valley CA 95949",Issued
2024-06-03,241597,Full Review,Residential Solar Array,"DIGITAL: Residential Roof-Mounted Solar: 4.68kW/DC, 3.8kW/AC, 13 Mods, 13 Optimizers, 1 Inverter. Existing MSP. 1 BUI. 1 ESS.REVISE 08/05//24: Change system to 4.745 kW/DCIncludes 2 inspections.","10877 ALTA SIERRA DRIVE, Grass Valley CA 95949",Finaled
2024-06-03,241601,Full Review,Residential Solar Array,"DIGITAL: 3.6kw ground mount solar, (9) Certainteed CTM10400HT11-06 modules, (1) SolarEdge SE7600H Inverter, (9) SolarEdge S440 optimizers. Point of Interconnection - 40A breaker in (E) 200A subpanel at house location fed from 200A MSP at pole.Includes 2 inspections.","15471 SISKIYOU COURT, Grass Valley CA 95949",Expired
2024-06-03,241595,Express Permit,Residential Solar Array,"Digital: Install roof-mount solar system. 14.175kW with 35 modules, 2 ESS batteries, 13.5 kWh each, Tesla backup gateway, main panel upgrade to 225A derate with 200a main breaker.","22889 SUNSET RIDGE DRIVE, Auburn CA 95602",Expired
2024-06-03,241596,Express Permit,Residential Solar Array,"Web.  Install roof-mount solar system. 13.770KW PV, PANELS (34), 1 Inverter, 27.5KW TESLA ESS Batteries (2), BACKUP GATEWAY, MAIN PANEL REPLACEMENT TO 225A derate with 200amp main breaker.  This permit includes two inspections.  Final required","14681 OAK MEADOW ROAD, Penn Valley CA 95946",Finaled
2024-05-30,241564,Express Permit,Residential Solar Array,"4.800kw PV, (12) SOLAR PANELS, SOLAREDGE 10K ESS (1)","18852 WILDFLOWER DRIVE, Penn Valley CA 95946",Finaled
2024-05-29,241546,Express Permit,Residential Solar Array,"Digital: Install a 7.20Kw roof mount PV system, 18 modules with microinverters to an existing system.This permit includes two inspections.","19819 MOUNTAIN LION LANE, Grass Valley CA 95945",Finaled
2024-05-29,241548,Express Permit,Residential Solar Array,"DIGITAL: 9 kW Roof mount Solar Array on home,  25 modules 360w, SolarEdge INVERTER 7600k, existing 200 A MSP, NEW 10kW ESS BATTERY, NEW 125A BACKUP PANEL, SOLAR BACKUP INTERFACERevise 07/10/24: System size change: 9.125kW, 25 modules are 365w.Revise 11/01/24: Change out MSP 200amp for 225amp with 200a main breakerPERMIT INCLUDES 2 INSPECTIONS.","11818 UPPER CIRCLE DRIVE, Grass Valley CA 95949",Finaled
2024-05-29,241549,Over the Counter Permit,Residential Solar Array,Roof mount solar array. 43 modules. 18.06kW. 2 batteries. Includes 2 inspections.,"10288 BROWER DRIVE, Rough And Ready CA 95975",Finaled
2024-05-29,241553,Express Permit,Residential Solar Array,Web.  Installation of roof mounted 13.175 kW DC Solar PV System (31 modules) with 2 Inverters Tesla Powerwall 3 and Tesla Back Up Switch.  Includes two inspections.  Final required.,"12097 LAKE WILDWOOD DRIVE, Penn Valley CA 95946",Finaled
2024-05-29,241557,Express Permit,Residential Solar Array,"Web.  Residential Roof mounted PV System 36 modules 14.22kW, 1 Inverter + 2 ESS batteries 10kWh each + 225AMPU with 200am main breaker.  Includes two inspections.  Final required.","15933 NORLENE WAY, Grass Valley CA 95949",Finaled
2024-05-28,241532,Full Review,Residential Solar Array,Replace 105 modules on existing permitted solar racing system. 41.475kW of ground mount solar with (105) Trina 395w modules with (105) microinverters. Plus install (4) Enphase IQ 5P Batteries grid tied for rate arbitrage only.This permit includes two inspections.,"18045 STEVENS RANCH PLACE, Penn Valley CA 95946",Finaled
2024-05-28,241531,Express Permit,Residential Solar Array,Web.  8.47 kW Roof Mount PV (22 Modules).  1 inverter. Includes two inspections.  Final required.,"15680 PERIMETER ROAD, Grass Valley CA 95949",Finaled
2024-05-24,241512,Full Review,Residential Solar Array,DIGITAL: Installation of 12 Hanwha Q cell PV modules 4.80kW on a roof mounted system along with 2 Franklin13.6kWh each energy storage batteries.Existing solar system 5 modules (BP #192689)Includes 2 inspections.,"18021 GAMBLE LANE, Grass Valley CA 95949",Finaled
2024-05-24,241515,Express Permit,Residential Solar Array,"Web.  8.100KW PV, SOLAR MODULES (20), 1 Inverter, 10KW TESLA ESS (2 batteries, 13.5 kWh each), BACKUP GATEWAY.  Includes 2 inspections.  Final required.","14222 SUN FOREST DRIVE, Penn Valley CA 95946",Finaled
2024-05-23,241492,Express Permit,Residential Solar Array,"Web.  Roof mount solar on ADU.  (5) REC REC405AA 405W monocrystalline modules with Pro Trust Warranty, (5) Enphase IQ8 [240V] Micro Inverters, (1) Envoy monitoring system, (1) Ironridge roof mount racking system.  Includes 2 inspections.  Final required.","300 AUSTIN STREET, Nevada City CA 95959",Finaled
2024-05-23,241495,Express Permit,Residential Solar Array,"DIGITAL: Roof mount solar. 6.48kW PV (16) Panels, 5kW ESS (1) LG Chem.Includes 2 inspections.","17791 REDSIDE COURT, Penn Valley CA 95946",Finaled
2024-05-23,241497,Express Permit,Residential Solar Array,WEB.  SUBPANEL TO 125A.  Includes two inspections.  Final required.(MANUFACTURED HOME WITH SUBPANEL NOT ATTACHED TO THE HOUSE.),"11647 CREEK VIEW DRIVE, Grass Valley CA 95949",Expired
2024-05-22,241478,Full Review,Residential Solar Array,"DIGITAL: Residential Roof-Mounted Solar:  4.68kW/DC, 3.8kW/AC,  13 Mods,   13 Optimizers, 1 Inverter.  Existing MSP. 1 BUI. 1 ESS.Revise 07/08/24: Change to install 15 modules, 5.475kW/DC, 6kW/AC.Includes 2 inspections.","11192 VIA VISTA, Nevada City CA 95959",Finaled
2024-05-22,241488,Express Permit,Residential Solar Array,Web.  Installation Solar PV 6.4kw (16) Modules with microinverters.  Includes two inspections.  Final required.,"10919 RIDGE ROAD, Nevada City CA 95959",Finaled
2024-05-21,241459,Full Review,Residential Solar Array,DIGITAL: New ground mount solar system with home battery. 8.2KW system with 20 410W Hyundai solar panels approx. Includes 2 inspections.,"14985 WOLF ROAD, Grass Valley CA 95949",Finaled
